11731;04/07/2005;;11731;;CALIBRADOR MO.CAL-100 NIVEL 94 E 114 DB PARA USO EM DECIBELIMETROS E DOSIMETROS;10 - DEPARTAMENTO ENGENHARIA       ;61 - FISCALIZAÇÃO DE OBRAS                             ;INSTRUTHERM INSTRUMENTOS DE MEDIÇÃO LTDA;40633;760,75;0;507,16;1.2.3.1.1.01.01
14727;13/03/2008;;14727;;NÍVEL AUTOMÁTICO MARCA CST REF.55 SAL 24ND NUMERO M277288;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;FURTADO & SCHIMIDT SIST. E EQUIP. TOPOGRÁFICOS LTD;30744;1.200,00;0;800;1.2.3.1.1.01.01
16124;30/12/2008;;16124;;NAVEGADOR VIA SATÉLITE COM FUNÇÕES DE AUXILIO DO SISTEMA DE POSICIONAMENTO GLOBAL  (GPS) EASY WAY - EVOLUTE  CO-PILOTO DE BOLSO;1 - GABINETE DO PREFEITO          ;1 - GABINETE DO PREFEITO SECRETARIA GERAL             ;B2W - COMPANHIA GLOBAL DO VAREJO ;379958;474,05;0;316,04;1.2.3.1.1.01.01
17686;07/07/2009;;17686;;NAVEGADOR GPS NDRIVE G400;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;B2W - COMPANHIA GLOBAL DO VAREJO ;947166;499;0;332,66;1.2.3.1.1.01.01
17687;07/07/2009;;17687;;NAVEGADOR GPS NDRIVE G400;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;B2W - COMPANHIA GLOBAL DO VAREJO ;947166;499;0;332,66;1.2.3.1.1.01.01
21481;05/05/2011;;21481;;LUXIMETRO DIGITAL FOTO CELULA SEPARADA,MALETA PARA TRANSPORTE E CERTIFICADO DE CALIBRAÇÃO MARCA INSTRUERM NÚMERO DE SÉRIE 994022185;15 - DEPARTAMENTO DE SAÚDE         ;238 - SAÚDE DO TRABALHADOR ( CEREST)                    ;DP UNION INSTRUMENTAÇÃO ANALÍTICA E CIENTÍF. LTDA;2068;350;0;233,34;1.2.3.1.1.01.01
21482;05/05/2011;;21482;;DOSÍMETRO DE RUIDO DIGITAL,DISPLAY DE CRISTAL LIQUIDO,MOD.KIT DOSEBADGE COM 10 MICROFONES MARCA CIRRUS;15 - DEPARTAMENTO DE SAÚDE         ;238 - SAÚDE DO TRABALHADOR ( CEREST)                    ;DP UNION INSTRUMENTAÇÃO ANALÍTICA E CIENTÍF. LTDA;2068;9.100,00;0;6.066,66;1.2.3.1.1.01.01
21484;05/05/2011;;21484;;DECIBELÍMETRO DIGITAL ESCALA 25 A 140 DB MODELO OPTMUS COD CR 162C MARCA INSTRUERM;15 - DEPARTAMENTO DE SAÚDE         ;238 - SAÚDE DO TRABALHADOR ( CEREST)                    ;DP UNION INSTRUMENTAÇÃO ANALÍTICA E CIENTÍF. LTDA;2068;6.400,00;0;4.266,66;1.2.3.1.1.01.01
21485;05/05/2011;;21485;;MONITOR DE STRESS ( TERMOMETRO DE GLOBO ) DIGITAL PORTÁTIL MODELO TGM-100 MARCA POLITEST;15 - DEPARTAMENTO DE SAÚDE         ;238 - SAÚDE DO TRABALHADOR ( CEREST)                    ;DP UNION INSTRUMENTAÇÃO ANALÍTICA E CIENTÍF. LTDA;2068;2.650,00;0;1.766,66;1.2.3.1.1.01.01
36901;17/04/2017;;0;;WATTIMETRO DIGITAL TIPO ALICATE ELETRONICO DISPLAY LCD MINIPA ET-4091;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;ITEST MEDIÇÃO E AUTOMAÇÃO LTDA ;12011;1.399,00;139,9;1.336,05;1.2.3.1.1.01.01
38699;05/07/2018;;0;;RECEPTOR GNSS TOPCON HIPER V UHF GSM  SÉRIE   1143 - 16638 ;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;EMBRATOP GEO TECNOLOGIAS LTDA ;39012;16.575,00;1.657,50;16.575,00;1.2.3.1.1.01.01
38700;05/07/2018;;0;;RECEPTOR GNSS TOPCON HIPER V UHF GSM SÉRIE 1143 - 16620   ;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;EMBRATOP GEO TECNOLOGIAS LTDA ;39012;16.575,00;1.657,50;16.575,00;1.2.3.1.1.01.01
38701;05/07/2018;;0;;COLETOR DE DADOS S-10 S 1002  9432644;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;EMBRATOP GEO TECNOLOGIAS LTDA ;39012;7.350,00;735;7.350,00;1.2.3.1.1.01.01
;;;;;;;;;;;;;
;;;;Conta Contábil: 1.2.3.1.1.01.02;;;;;;;;;
;;;;;;;;;;;;;
;;;;Tipo: 15 - APARELHOS EQUIP.DE COMUNICAÇÃO;;;;;;;;;
;;;;;;;;;;;;;
1266;01/01/1990;;0;;P.A.B.X. ARD 561 ERICSON;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;CIAL MAQUINAS S. Q.                               ;0;0;0;0;1.2.3.1.1.01.02
1267;01/01/1990;;0;;P.A.B.X. ARD 561 ERICSON;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;FORNECEDOR INEXISTENTE                            ;0;0;0;0;1.2.3.1.1.01.02
1271;01/01/1990;;0;;BASTIDORES DE P.A.B.X. COMPLETO PARA 180RAMAIS;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;QUEIROZ EQUIP P/ ESCRITORIO                       ;0;0;0;0;1.2.3.1.1.01.02
1272;01/01/1990;;0;;BASTIDORES DE P.A.B.X. COMPLETO PARA 180RAMAIS;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;QUEIROZ EQUIP P/ ESCRITORIO                       ;0;0;0;0;1.2.3.1.1.01.02
1273;01/01/1990;;0;;BASTIDORES DE P.A.B.X. COMPLETO PARA 180RAMAIS;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;                                                  ;0;0;0;0;1.2.3.1.1.01.02
1274;01/01/1990;;0;;BASTIDORES DE P.A.B.X. COMPLETO PARA 180RAMAIS;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;FORNECEDOR INEXISTENTE                            ;0;0;0;0;1.2.3.1.1.01.02
1276;18/03/1996;;0;;PLACA P/ AMPLIACAO DO PABX;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;                                                  ;1267;260;0;130;1.2.3.1.1.01.02
1746;09/11/1997;;0;;PABX CPA. TEMPORAL EQUIPADA COM 32 RAMAIS ANALOGICOS BIDIRECIONAL MOD. BP 250 MARCA MATEC;5 - DEPARTAMENTO ADMINISTRATIVO   ;29 - PABX TELEFONISTA                                  ;MATEL TEC. TELECOMUNICACOES                       ;27912;10.507,00;0;2.909,95;1.2.3.1.1.01.02
1747;09/11/1997;;0;; PABX CPA DIGITAL TEMPORAL,EQUIPADA COM 96 RAMAIS ANALOGICOS E 8 RAMAIS DIGITAIS COM 30 TRONCOS DIGITAIS DDR C/ FUNCAO BIDIRECIONAL E 4 TRONCOS COMUNS MATEC BP250;1 - GABINETE DO PREFEITO          ;218 - STI  SERVIDOR  ( PRÉDIO NOVO ) ;                                                  ;27915;1.500,00;0;750;1.2.3.1.1.01.02
2111;11/04/1997;;0;;RADIO TRANSCEPTOR SP 50 2 CH 5 W. VHF COMPACTO N. SERIE 777 FXSC 223;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;RENTER COM. LOC. RADIO                            ;832;467;0;233,5;1.2.3.1.1.01.02
2112;11/04/1997;;0;;RADIO TRANSCEPTOR SP 50 2 CH 5W. VHF COMPACTO N. SERIE 777 FXSC 223;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;RENTER COM. LOC. RADIO                            ;832;467;0;233,5;1.2.3.1.1.01.02
2250;18/12/1991;;0;;ANTENA DE TORRE P/ ESTACAO FIXA;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;                                                  ;1225;1.500,00;0;750;1.2.3.1.1.01.02
2674;07/06/1998;;0;;FAX C/ SECRETARIA ELETRONICA REF. KX-F895 BR MARCA PANASONIC 220V.;1 - GABINETE DO PREFEITO          ;2 - SECRETARIA                                        ;BERNASCONI & CIA LTDA                             ;32034;539;0;269,5;1.2.3.1.1.01.02
2802;08/11/1998;;0;;RADIO MOVEL MODELO GM 300, UHF, 16 CANAIS 25-40W. COMPLETO PARA O VEICULO CDZ 7881;15 - DEPARTAMENTO DE SAÚDE         ;195 - SAÚDE - SETOR DE TRANSPORTES                      ;COML MAQ. S.Q.                                    ;76;1.250,00;0;625;1.2.3.1.1.01.02
2803;08/11/1998;;0;;RADIO MOVEL MODELO GM 300 UHF, 16 CANAIS 25-40W COMPLETO P/ O VEICULO CDZ 7856;15 - DEPARTAMENTO DE SAÚDE         ;195 - SAÚDE - SETOR DE TRANSPORTES                      ;PTT COMUNICACOES                                  ;76;1.250,00;0;625;1.2.3.1.1.01.02
6168;05/07/2001;;0;;FAX SHARP UX 44;7 - DEPARTAMENTO FINANCEIRO       ;34 - FINANCEIRO - TESOURARIA -                         ;J MAHFUZ LTDA.                                    ;15389;339;0;169,5;1.2.3.1.1.01.02
6851;03/05/2002;;0;;FAX PANASONIC FT 72 COR CINZA 110 V.;3 - DEPARTAMENTO  PLANEJAMENTO    ;15 - ASSESSORIA DE PLANEJAMENTO,GESTÃO E DESENVOLV.    ;CEQUIPEL IND. COM. MOVEIS                         ;908;537;0;268,5;1.2.3.1.1.01.02
6918;26/02/2002;;0;;IDENTIFICADOR DE CHAMADAS TELEFONICA ROLD SOFT CPA 1000 ( BINA ), COM SAIDA PARA COMPUTADOR;11 - ASSISTENCIA SOCIAL            ;105 - CONSELHO TUTELAR                                  ;                                                  ;11504;140;0;70;1.2.3.1.1.01.02
8088;16/08/2002;;0;;RADIO TRANSCEPTOR MOVEL MOD.PRO 5.100 VHF-64 CH SERIE 103TCC6508;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;MARKETRONICS DO BRASIL COM.EXP.LTDA               ;40229;1.950,00;0;975;1.2.3.1.1.01.02
8089;16/08/2002;;0;;RADIO TRANSCEPTOR MOVEL MOD.PRO 5.100 VHF-64 CH N.SERIE 103TCC6512;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;                                                  ;40229;1.950,00;0;975;1.2.3.1.1.01.02
8090;16/08/2002;;0;;RADIO TRANSCEPTOR MOVEL MOD.PRO 5.100 VHF-64 CH N.SERIE 103TCC6524;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;MARKETRONICS DO BRASIL COM.E EXP.LTDA             ;40229;1.950,00;0;975;1.2.3.1.1.01.02
8091;16/08/2002;;0;;RADIO TRANSCEPTOR MOVEL MOD.PRO 5.100 VHF-64 CH N.SERIE 103TCC6525;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;                                                  ;40229;1.950,00;0;975;1.2.3.1.1.01.02
8257;31/10/2002;;0;; FAX PANASONIC KX-FP 153 BR 220V.;10 - DEPARTAMENTO ENGENHARIA       ;59 - ENGENHARIA DIVISÃO DE TRÂNSITO                    ;                                                  ;25525;646,92;0;323,46;1.2.3.1.1.01.02
9278;02/06/2003;;0;; PABX MODULARE EQUIPADA COM  02 TRONCOS E 08 RAMAIS,TERMINAL INTELIGENTE TI 630KS E ESTABILIZADOR PARA REDE ELETRICA DE TELEFONE ;13 - ESPORTES                      ;93 - DEPARTAMENTO DE ESPORTES-GAB.DIRETOR              ;QUEIROZ EQUIP                                     ;175;1.126,00;0;563;1.2.3.1.1.01.02
9450;25/04/2003;;0;;PABX ,SOFTWARE TARIFADO PLACA RL MISTA CYDIG12 ALANAL. PLACA 16 RL AN.6   ENTRONCAMENTO E1,AP.TELEFONICO AP20  TI 3,30 KS ATENDEDOR,PLACA ATENDEDORA 02 CANAIS  NOBREAK VPS/SOI;15 - DEPARTAMENTO DE SAÚDE         ;143 - SAÚDE GESTÃO SUS SECRETARÍA / ADMINISTRAÇÃO       ;                                                  ;187;7.790,00;0;2.602,08;1.2.3.1.1.01.02
9837;23/07/2003;;9837;;FAX  PANASONIC KX- FT  72    BR ;15 - DEPARTAMENTO DE SAÚDE         ;221 - SAÚDE - PRONTO SOCORRO MUNICIPAL -                ;                                                  ;29988;699;0;349,5;1.2.3.1.1.01.02
10306;05/10/2004;;10306;;SISTEMA DE PABX C/ 4 TRONCOS DE 20 RAMAIS MARCA INTELBRAS 6020 E PROTETOR STORN PKE TEL - 2, INSTALADO;15 - DEPARTAMENTO DE SAÚDE         ;221 - SAÚDE - PRONTO SOCORRO MUNICIPAL -                ;BRUMI ENGENHARIA ELÉTRICA LTDA                    ;15243;3.640,00;0;1.820,00;1.2.3.1.1.01.02
10641;07/02/2004;;10641;;TRANSCEPTOR MOVEL/FIXO PARA FM,COM FAIXA DE FREQUENCIA DE 146 A 174 MHZ 45 WATTS COM 04 CANAIS MOTOROLA MOD.LAM50KQC94414N;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;JOÃO B. Z. VERAS & CIA LTDA - ME;650;1.496,00;0;748;1.2.3.1.1.01.02
10704;08/04/2004;;10704;;MICRO PABX CAPACIDADE FINAL 03 LINHAS E 08 RAMAIS;9 - DEPARTAMENTO MEIO-AMBIENTE    ;51 - RECINTO DE EXPOSIÇÕES                             ;AUDITEL AUDIÇÃO E TELECOMUNICAÇÃO LTDA            ;214;712;0;356;1.2.3.1.1.01.02
11786;05/09/2005;;11786;;FAX PANASONIC FT-902 110 V.;15 - DEPARTAMENTO DE SAÚDE         ;221 - SAÚDE - PRONTO SOCORRO MUNICIPAL -                ;LOJAS CEM S/A;227;726;0;363;1.2.3.1.1.01.02
12338;20/09/2005;;12338;;DE FAX, IMPRESSÃO TERMICA COM COPIA 110 VOLTS PANASONIC;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;45 - SERVIÇOS FUNERÁRIOS                               ;TROPIC`S COMERCIAL LTDA;3259;435;0;217,5;1.2.3.1.1.01.02
13324;27/12/2006;;13324;;FAX SIMILE MARCA PANASONIC MOD.KXFT937LA;11 - ASSISTENCIA SOCIAL            ;65 - CRESANS (D.NICOLAU III ETAPA)                     ;MONICA NUNES MAIA & CIA LTDA - ME;300;650;0;325;1.2.3.1.1.01.02
13347;28/02/2007;;13347;;RADIO PORTATIL MODELO TALKABOUT 5525-NS RR55WGQ3P7J/3PCQ/3XOM/3WYJ COM FONE DE OUVIDO COM MICROFONE AJUSTAVEL;12 - CULTURA E TURISMO             ;87 - CULTURA GABINETE DO DIRETOR                       ;RICALLRADIO TELECOMUNICACOES LTDA. ;4288;210;0;105;1.2.3.1.1.01.02
13348;28/02/2007;;13348;;RADIO PORTATIL MODELO TALKABOUT 5525-NS RR55WGQ3P7J/3PCQ/3XOM/3WYJ COM FONE DE OUVIDO COM MICROFONE AJUSTAVEL;12 - CULTURA E TURISMO             ;87 - CULTURA GABINETE DO DIRETOR                       ;RICALLRADIO TELECOMUNICACOES LTDA. ;4288;210;0;105;1.2.3.1.1.01.02
13349;28/02/2007;;13349;;RADIO PORTATIL MODELO TALKABOUT 5525-NS RR55WGQ3P7J/3PCQ/3XOM/3WYJ COM FONE DE OUVIDO COM MICROFONE AJUSTAVEL;12 - CULTURA E TURISMO             ;87 - CULTURA GABINETE DO DIRETOR                       ;RICALLRADIO TELECOMUNICACOES LTDA. ;4288;210;0;105;1.2.3.1.1.01.02
13350;28/02/2007;;13350;;RADIO PORTATIL MODELO TALKABOUT 5525-NS RR55WGQ3P7J/3PCQ/3XOM/3WYJ COM FONE DE OUVIDO COM MICROFONE AJUSTAVEL;12 - CULTURA E TURISMO             ;87 - CULTURA GABINETE DO DIRETOR                       ;RICALLRADIO TELECOMUNICACOES LTDA. ;4288;210;0;105;1.2.3.1.1.01.02
13408;04/09/2007;;13408;; PABX COM 04 LINHAS E 12 RAMAIS;15 - DEPARTAMENTO DE SAÚDE         ;221 - SAÚDE - PRONTO SOCORRO MUNICIPAL -                ;E. G. MANOCHIO;354;950;0;475;1.2.3.1.1.01.02
15152;08/01/2008;;15152;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15153;08/01/2008;;15153;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15154;08/01/2008;;15154;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15155;08/01/2008;;15155;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15156;08/01/2008;;15156;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15157;08/01/2008;;15157;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15158;08/01/2008;;15158;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15159;08/01/2008;;15159;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15160;08/05/2008;;15160;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15161;08/01/2008;;15161;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15162;08/01/2008;;15162;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15163;08/01/2008;;15163;;RÁDIO DE MICROONDAS DIGITAL REMOTO COM FONTE;9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P. W. O. INFORMÁTICA LTDA                         ;188;3.179,54;0;1.127,23;1.2.3.1.1.01.02
15166;08/04/2008;;15166;;RÁDIO DE MICROONDAS DIGITAL REMOTO;15 - DEPARTAMENTO DE SAÚDE         ;196 - SAÚDE - ALMOXARIFADO                              ;P. W. O. INFORMÁTICA LTDA                         ;194;3.232,00;0;1.616,00;1.2.3.1.1.01.02
17257;02/12/2009;;17257;;CENTRAL DE PABX COM CAPACIDADE DE 06 LINHAS E 16 RAMAIS COM 02 PLACAS DE ID;8 - DEPARTAMENTO SERVIÇOS OBRAS   ;54 - CORPO DE BOMBEIROS                                ;AUDITEL AUDIÇÃO E TELECOMUNICAÇÃO LTDA            ;750;1.980,00;0;990;1.2.3.1.1.01.02
17258;27/02/2009;;17258;;RÁDIO DE COMUNICAÇÃO 9,6 KM CONTENDO 02 RÁDIOS E 01 BASE;13 - ESPORTES                      ;94 - ESPORTES - CIC - SANTO ANDRE                      ;TELCLARE COM. CELULARES LTDA ME;290;250;0;125;1.2.3.1.1.01.02
17259;27/02/2009;;17259;;RÁDIO DE COMUNICAÇÃO 9,6 KM CONTENDO 02 RÁDIOS E 01 BASE;13 - ESPORTES                      ;94 - ESPORTES - CIC - SANTO ANDRE                      ;TELCLARE COM. CELULARES LTDA ME;290;250;0;125;1.2.3.1.1.01.02
17411;22/04/2009;;17411;;RÁDIO DE COMUNICAÇÃO T8525LR COM FONTE CONTENDO 22 CANAIS DE FREQUÊNCIA;1 - GABINETE DO PREFEITO          ;6 - TIRO DE GUERRA                                    ;DINATEL SÃO JOÃO TELECOMUNICAÇÕES LTDA - EPP;4396;386,8;0;193,4;1.2.3.1.1.01.02
18161;02/03/2010;;18161;;PAINEL ELETRÔNICO CONTENDO: ACIONADOR DE CHAMADA /RECHAMADA,AJUSTADOR DO NÚMERO DA SENHA,BOBINA DE SENHA COM 2000 NÚMEROS,DISPENSADOR MANUAL DE SENHAS,PAINEL ELETRÔNICO/GUICHE 5 DIGITOS 100MM,PLACA RETIRE SUA SENHA,PEDESTAL,SUPORTE P/FIXAÇÃO.;15 - DEPARTAMENTO DE SAÚDE         ;143 - SAÚDE GESTÃO SUS SECRETARÍA / ADMINISTRAÇÃO       ;DISPLAY COMUNICACAO VISUAL LTDA.                  ;14155;1.094,00;0;547;1.2.3.1.1.01.02
19010;14/06/2010;;19010;;APARELHO DE FAX 220 VOLTS MARCA IBRATELE MOD.F916e;1 - GABINETE DO PREFEITO          ;1 - GABINETE DO PREFEITO SECRETARIA GERAL             ;MONICA NUNES MAIA & CIA LTDA - ME;15;398;0;199;1.2.3.1.1.01.02
19283;08/06/2010;;19283;;CONJUNTO DE ANTENAS CONTENDO: 02 ANTENAS 24DBI,5.8 GHZ  / 01 ANTENA OMINI OW 5.8 12 DBI / 01 CX DE COMANDO 100/600 BLINDADA / 03 CXS BLIND.600X600 / 03 CARTÕES 8602 ADAP.6G MINI-PCI /03 FONTE 110/12 V. / 01 NOBREAK 1400 VA / 03 ROUEBOARD 411AH;14 - DEPARTAMENTO DE EDUCAÇÃO      ;123 - EMEB - GENOEFA PAN BERNARDES                      ;BRAGCOMP ACESSORIOS PARA COMPUTADORES LTDA ME ;20;6.800,00;0;6.560,64;1.2.3.1.1.01.02
19811;24/11/2010;;19811;;RÁDIO WIRELESS 2,4 GHZ ALTA POTÊNCIA COM ANTENA SETORIAL 120 GRAUS + ANTENA COM 02 METROS DE EXTENSÃO       ( obs: instalado na escola luiza de lima teixeira jd. ipê );9999 - BENS BAIXADOS                 ;927 - BAIXA PATRIMÔNIO EXERCÍCÍO 2014                   ;P.W.O INFORMÁTICA LTDA EPP ;214;14.000,00;0;9.546,44;1.2.3.1.1.01.02
22772;21/09/2011;;22772;;APARELHO TELEFONE DIGITAL DIALOG 4223 PROFESL LIGHT GREY C/LINECORD PVC FREE 6/2-6/2,2.2m SÉRIE NJ1H10E9B2;10 - DEPARTAMENTO ENGENHARIA       ;62 - ENGENHARIA -  URBANISMO -                         ;DAMOVO DO BRASIL S.A.;9214;730;0;365;1.2.3.1.1.01.02
22819;14/11/2011;;22819;;RÁDIO DE TRÂNSMISSÃO PONTO A PONTO COM SOFTWARE DE 54 MBPS (convênio aux.proj.munic.digital);1 - GABINETE DO PREFEITO          ;25 - SETOR DE TECNOLOGIA DA INFORMAÇÃO ;P.W.O INFORMÁTICA LTDA EPP ;57;5.300,00;0;-136,5;1.2.3.1.1.01.02
22820;14/11/2011;;22820;;RÁDIO DE TRÂNSMISSÃO PONTO A PONTO COM SOFTWARE DE 54 MBPS  (convênio aux.proj.munic.digital);1 - GABINETE DO PREFEITO          ;25 - SETOR DE TECNOLOGIA DA INFORMAÇÃO ;P.W.O INFORMÁTICA LTDA EPP ;57;5.300,00;0;-136,5;1.2.3.1.1.01.02
